Image_Container,Payload(gb),Sharing_Points,Num_Updates
Container_526,0.796071961065046,0.4343665289649857,0.08333333333333337
Container_527,0.955795714423738,0.7014298457567963,0.29166666666666663
Container_529,0.11005486477786441,0.6856504455818545,0.9166666666666666
Container_530,0.7054048236026635,0.5048282193180735,0.7916666666666666
Container_532,0.26212945485323247,0.944936648566257,0.29166666666666663
Container_533,0.5362568113098565,0.4139451098582279,0.04166666666666663
Container_534,0.07746040471526694,0.27538604103336883,0.625
Container_535,0.7097361054218452,0.15312600136835633,0.41666666666666663
Container_536,0.2885490701714173,0.6093342686655061,0.9583333333333334
Container_538,0.06141541157111838,0.8221396589501763,0.5833333333333333
Container_539,0.7233779963013294,0.6204110265270597,0.625
Container_540,0.8989313383141136,0.8696857110689634,0.6666666666666667
Container_542,0.9862664348612088,0.5182866100271073,0.9166666666666666
Container_543,0.8791700359237872,0.5642477937419349,0.08333333333333337
Container_546,0.6703036135732976,0.6991174967739701,0.29166666666666663
Container_547,0.07501946535026387,0.8814899495093836,0.08333333333333337
Container_549,0.6992349830146499,0.7954134081599071,0.9166666666666666
Container_551,0.765986258001247,0.8719287761871357,0.75
Container_552,0.9661230264749662,0.16200299652714628,0.41666666666666663
Container_553,0.4872843519649832,0.558783028917353,0.375
Container_554,0.7389223788236247,0.30665038495847297,0.375
Container_557,0.4917378911054276,0.8533087375613811,0.9166666666666666
Container_558,0.22673022291146427,0.9250002165120771,0.7083333333333333
Container_561,0.9896548392162909,0.17342617371196967,0.375
Container_562,0.4312899348530172,0.7832973923285441,0.16666666666666663
Container_564,0.9625850183773409,0.9571825716438463,0.16666666666666663
Container_566,0.3811855681981779,0.21272744593693435,0.04166666666666663
Container_567,0.3140049751568077,1.0,0.375
Container_568,0.8673107086507503,0.4724639940415876,0.25
Container_569,0.23423048759677007,0.9877713978885743,0.04166666666666663
Container_570,0.6473237436878411,0.8379796825066902,0.08333333333333337
Container_572,0.8805495864028103,0.7118917093195458,0.125
Container_573,0.8602972459780786,0.400902422337118,0.75
Container_574,0.1437285828066422,0.48176535287138317,0.125
Container_575,0.7903074750794904,0.5069673586392649,0.6666666666666667
Container_578,0.960503859863498,0.5184858011379875,0.625
Container_579,0.21409948919603983,0.9775693488182771,0.41666666666666663
